114,0.00,-24.84,25.00
213,0.00,15.92,26.00
1196,0.00,-24.88,25.00
2196,0.00,15.92,26.00
1380,0.00,-24.88,25.00
2380,0.00,15.92,26.00
1564,0.00,-24.84,25.00
2564,0.00,15.92,26.00
1748,0.00,-24.84,25.00
2748,0.00,15.92,26.00
1932,0.00,-24.84,25.00
2931,0.00,15.92,26.00
197,0.00,-24.88,25.0
296,0.00,15.92,26.00
197,0.00,-24.88,25.0
296,0.00,15.92,26.00
197,0.00,-24.88,25.0
296,0.00,15.92,26.00
197,0.00,-24.88,25.0
296,0.00,15.92,26.00
197,0.00,-24.88,25.0
296,0.00,15.92,26.00
197,0.00,-24.88,25.0
296,0.00,15.92,26.00
197,0.00,-24.88,25.0
296,0.00,15.92,26.00
111,0.00,-24.80,25.00
211,0.00,15.92,26.00
1197,0.00,-24.84,25.00
2196,0.00,15.92,26.00
1380,0.00,-24.84,25.00
2379,0.00,15.92,26.00
1565,0.00,-24.88,25.00
2564,0.00,15.92,26.00
1689,0.00,-24.88,25.00
2689,0.00,15.92,26.00
1689,0.00,-24.88,25.00
2689,0.00,15.92,26.00
112,0.00,-24.84,25.00
212,0.00,15.92,26.00
1198,0.00,-24.80,25.00
2197,0.00,15.92,26.00
111,0.00,-24.80,25.00
211,0.00,15.92,26.00
1196,0.00,-24.84,25.00
2196,0.00,15.92,26.00
1380,0.00,-24.84,25.00
2380,0.00,15.92,26.00
1564,0.00,-24.84,25.00
2563,0.00,15.92,26.00
1748,0.00,-24.88,25.00
2747,0.00,15.92,26.00
1899,0.00,-24.84,25.00
2899,0.00,15.92,26.00
1899,0.00,-24.84,25.00
2899,0.00,15.92,26.00
1899,0.00,-24.84,25.00
2899,0.00,15.92,26.00
114,0.00,-24.84,25.00
213,0.00,15.92,26.00
1197,0.00,-24.84,25.00
2196,0.00,15.92,26.00
